club,address,data_id,review_id,rating,date_iso,edited_at,date_label,text,original_text_available,source,review_url,collected_at,club_rating,club_reviews_total
Izi Moscow,"Басманный пер., 8 с1, Москва, Россия, 109028",0x46b54af49b7f665b:0xebbe3cfded529447,Ci9DQUlRQUNvZENodHljRjlvT25CVE9GVkNkazVIUjJoTldUSkZZazlzUm04MFlVRRAB,5.0,2026-02-22T22:58:27Z,2026-02-22T22:58:27Z,6 месяцев назад,Очень хорошие место буду еще не один раз,True,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25CVE9GVkNkazVIUjJoTldUSkZZazlzUm04MFlVRRAB!2m1!1s0x0:0xebbe3cfded529447!3m1!1s2@1:CAIQACodChtycF9oOnBTOFVCdk5HR2hNWTJFYk9sRm80YUE%7C%7C?hl=ru,2026-09-07T23:53:39.935099+00:00,3.4,84
Izi Moscow,"Басманный пер., 8 с1, Москва, Россия, 109028",0x46b54af49b7f665b:0xebbe3cfded529447,Ci9DQUlRQUNvZENodHljRjlvT2poaFpVbDNia3RHVEVWUmFVcG1ZMlEzZFVweU9IYxAB,1.0,2026-02-22T09:50:49Z,2026-02-22T09:50:49Z,6 месяцев назад,"ужасное по качеству и сервису место.  сказали есть ли снюс, сказал нет, когда к  этому начали приставать? очень медленно работают",True,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2poaFpVbDNia3RHVEVWUmFVcG1ZMlEzZFVweU9IYxAB!2m1!1s0x0:0xebbe3cfded529447!3m1!1s2@1:CAIQACodChtycF9oOjhhZUl3bktGTEVRaUpmY2Q3dUpyOHc%7C%7C?hl=ru,2026-09-07T23:53:39.935143+00:00,3.4,84
Izi Moscow,"Басманный пер., 8 с1, Москва, Россия, 109028",0x46b54af49b7f665b:0xebbe3cfded529447,Ci9DQUlRQUNvZENodHljRjlvT25walgzTkRSbkJSYTAweldqSkdTV05hTmpSR1dVRRAB,5.0,2026-02-18T19:37:21Z,2026-02-18T19:37:21Z,6 месяцев назад,все четко,True,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25walgzTkRSbkJSYTAweldqSkdTV05hTmpSR1dVRRAB!2m1!1s0x0:0xebbe3cfded529447!3m1!1s2@1:CAIQACodChtycF9oOnpjX3NDRnBRa00zWjJGSWNaNjRGWUE%7C%7C?hl=ru,2026-09-07T23:53:39.935186+00:00,3.4,84
Izi Moscow,"Басманный пер., 8 с1, Москва, Россия, 109028",0x46b54af49b7f665b:0xebbe3cfded529447,Ci9DQUlRQUNvZENodHljRjlvT2xSMWF6UTBWVVYyVG1wMlVWSlZXVXc1YlZjNVlsRRAB,5.0,2026-02-14T22:45:59Z,2026-02-14T22:45:59Z,6 месяцев назад,Клуб очень нравится! Атмосферная музыка! Приятный персонал и хорошие охранники! Из улучшений хотелось побольше мест для сидений,True,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xSMWF6UTBWVVYyVG1wMlVWSlZXVXc1YlZjNVlsRRAB!2m1!1s0x0:0xebbe3cfded529447!3m1!1s2@1:CAIQACodChtycF9oOlR1azQ0VUV2Tmp2UVJVWUw5bVc5YlE%7C%7C?hl=ru,2026-09-07T23:53:39.935220+00:00,3.4,84
Izi Moscow,"Басманный пер., 8 с1, Москва, Россия, 109028",0x46b54af49b7f665b:0xebbe3cfded529447,Ci9DQUlRQUNvZENodHljRjlvT2tRek1XVnliMU5MVnkwNGIweFZiaTF5UTIxVVdVRRAB,1.0,2026-01-18T07:21:41Z,2026-01-18T07:21:41Z,7 месяцев назад,,False,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2tRek1XVnliMU5MVnkwNGIweFZiaTF5UTIxVVdVRRAB!2m1!1s0x0:0xebbe3cfded529447!3m1!1s2@1:CAIQACodChtycF9oOkQzMWVyb1NLVy04b0xVbi1yQ21UWUE%7C%7C?hl=ru,2026-09-07T23:53:39.935272+00:00,3.4,84
Izi Moscow,"Басманный пер., 8 с1, Москва, Россия, 109028",0x46b54af49b7f665b:0xebbe3cfded529447,Ci9DQUlRQUNvZENodHljRjlvT2pCRmFqWmFNRkJOWVVWVVV6TnJNbTl5Y0c1dlVWRRAB,5.0,2026-01-10T05:10:44Z,2026-01-10T05:10:44Z,7 месяцев назад,,False,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2pCRmFqWmFNRkJOWVVWVVV6TnJNbTl5Y0c1dlVWRRAB!2m1!1s0x0:0xebbe3cfded529447!3m1!1s2@1:CAIQACodChtycF9oOjBFajZaMFBNYUVUUzNrMm9ycG5vUVE%7C%7C?hl=ru,2026-09-07T23:53:39.935308+00:00,3.4,84
Izi Moscow,"Басманный пер., 8 с1, Москва, Россия, 109028",0x46b54af49b7f665b:0xebbe3cfded529447,Ci9DQUlRQUNvZENodHljRjlvT21GUFFuWjFkamRRV1V4NFJtcFBaMXBvUVROaGRIYxAB,5.0,2025-12-20T20:43:52Z,2025-12-20T20:43:52Z,8 месяцев назад,"Была несколько раз, все понравилось. Вкусная еда, движёвая атмосфера, ребята охрана- красавчики!",True,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT21GUFFuWjFkamRRV1V4NFJtcFBaMXBvUVROaGRIYxAB!2m1!1s0x0:0xebbe3cfded529447!3m1!1s2@1:CAIQACodChtycF9oOmFPQnZ1djdQWUx4RmpPZ1poQTNhdHc%7C%7C?hl=ru,2026-09-07T23:53:39.935339+00:00,3.4,84
Izi Moscow,"Басманный пер., 8 с1, Москва, Россия, 109028",0x46b54af49b7f665b:0xebbe3cfded529447,Ci9DQUlRQUNvZENodHljRjlvT2s1R05HNTVTWEo2VWpkelVrdEZiR1Y0YzNBMmFYYxAB,1.0,2025-12-13T22:44:29Z,2025-12-13T22:44:29Z,8 месяцев назад,Не впустили потому что я панк,True,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2s1R05HNTVTWEo2VWpkelVrdEZiR1Y0YzNBMmFYYxAB!2m1!1s0x0:0xebbe3cfded529447!3m1!1s2@1:CAIQACodChtycF9oOk5GNG55SXJ6UjdzUktFbGV4c3A2aXc%7C%7C?hl=ru,2026-09-07T23:53:39.935377+00:00,3.4,84
Izi Moscow,"Басманный пер., 8 с1, Москва, Россия, 109028",0x46b54af49b7f665b:0xebbe3cfded529447,Ci9DQUlRQUNvZENodHljRjlvT21OSWQxbzFMVVUwV0dwVU5HMTViV0ZxTTJSaWIzYxAB,3.0,2025-11-24T07:54:40Z,2025-11-24T07:54:40Z,9 месяцев назад,"Все отлично,бывает сомнительный континент",True,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT21OSWQxbzFMVVUwV0dwVU5HMTViV0ZxTTJSaWIzYxAB!2m1!1s0x0:0xebbe3cfded529447!3m1!1s2@1:CAIQACodChtycF9oOmNId1o1LUU0WGpUNG15bWFqM2Rib3c%7C%7C?hl=ru,2026-09-07T23:53:39.935412+00:00,3.4,84
Izi Moscow,"Басманный пер., 8 с1, Москва, Россия, 109028",0x46b54af49b7f665b:0xebbe3cfded529447,Ci9DQUlRQUNvZENodHljRjlvT2t4S1lXeFpSMGRxT1hkWlpYTnBhM3B1UTBsMFQwRRAB,5.0,2025-11-14T20:15:43Z,2025-11-14T20:15:43Z,9 месяцев назад,Ваще кайф:),True,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2t4S1lXeFpSMGRxT1hkWlpYTnBhM3B1UTBsMFQwRRAB!2m1!1s0x0:0xebbe3cfded529447!3m1!1s2@1:CAIQACodChtycF9oOkxKYWxZR0dqOXdZZXNpa3puQ0l0T0E%7C%7C?hl=ru,2026-09-07T23:53:39.935444+00:00,3.4,84
Izi Moscow,"Басманный пер., 8 с1, Москва, Россия, 109028",0x46b54af49b7f665b:0xebbe3cfded529447,Ci9DQUlRQUNvZENodHljRjlvT201dlRGcDVNbUl6YzJSdmVVczRlVlE0WTNoalRGRRAB,5.0,2025-11-01T17:25:14Z,2025-11-01T17:25:14Z,10 месяцев назад,Все класс. Особенно тусовки по пятницам,True,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT201dlRGcDVNbUl6YzJSdmVVczRlVlE0WTNoalRGRRAB!2m1!1s0x0:0xebbe3cfded529447!3m1!1s2@1:CAIQACodChtycF9oOm5vTFp5MmIzc2RveUs4eVQ4Y3hjTFE%7C%7C?hl=ru,2026-09-07T23:53:39.935488+00:00,3.4,84
Izi Moscow,"Басманный пер., 8 с1, Москва, Россия, 109028",0x46b54af49b7f665b:0xebbe3cfded529447,Ci9DQUlRQUNvZENodHljRjlvT2pOVVMwbGZSVWQxYkhZMlNHdFhSVzVRWDFjNFdsRRAB,1.0,2025-10-04T20:37:33Z,2025-10-04T20:37:33Z,11 месяцев назад,Полный отстой,True,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2pOVVMwbGZSVWQxYkhZMlNHdFhSVzVRWDFjNFdsRRAB!2m1!1s0x0:0xebbe3cfded529447!3m1!1s2@1:CAIQACodChtycF9oOjNUS0lfRUd1bHY2SGtXRW5QX1c4WlE%7C%7C?hl=ru,2026-09-07T23:53:39.935519+00:00,3.4,84
Izi Moscow,"Басманный пер., 8 с1, Москва, Россия, 109028",0x46b54af49b7f665b:0xebbe3cfded529447,Ci9DQUlRQUNvZENodHljRjlvT25keU5raEhhekJNV0dNMVJXZDRZVkJOYjFkVVEyYxAB,1.0,2025-08-30T00:13:14Z,2025-08-30T00:13:14Z,год назад,"Всегда впускали, пришёл с другом не впустили. Хотя были трезвые и адекватные.  Алкоголь тут паль, было очень плохо после него.",True,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25keU5raEhhekJNV0dNMVJXZDRZVkJOYjFkVVEyYxAB!2m1!1s0x0:0xebbe3cfded529447!3m1!1s2@1:CAIQACodChtycF9oOndyNkhHazBMWGM1RWd4YVBNb1dUQ2c%7C%7C?hl=ru,2026-09-07T23:53:39.935553+00:00,3.4,84
Izi Moscow,"Басманный пер., 8 с1, Москва, Россия, 109028",0x46b54af49b7f665b:0xebbe3cfded529447,ChdDSUhNMG9nS0VQU1B3Y2ZSenN2NnV3RRAB,5.0,2025-06-07T13:30:09Z,2025-06-07T13:30:09Z,год назад,"Мне понравилось, очень атмосферное место",True,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VQU1B3Y2ZSenN2NnV3RRAB!2m1!1s0x0:0xebbe3cfded529447!3m1!1s2@1:CIHM0ogKEPSPwcfRzsv6uwE%7C%7C?hl=ru,2026-09-07T23:53:39.935586+00:00,3.4,84
Izi Moscow,"Басманный пер., 8 с1, Москва, Россия, 109028",0x46b54af49b7f665b:0xebbe3cfded529447,ChZDSUhNMG9nS0VQS2R3YjJncEwyOWRREAE,5.0,2025-06-01T01:12:08Z,2025-06-01T01:12:08Z,год назад,"Дарьепрепеемиююююю. ДАРЬЕ ПРЕМИЮ ДАЙТЕ ПРЕМИЮ, ЕСЛИ НЕ ДАДИТЕ НЕ ПРИДУ БОЛЬШЕ. ПРЕМИЮ ДАРЬЕ!!!!!!!!!!!!!!!!!!!!!",True,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VQS2R3YjJncEwyOWRREAE!2m1!1s0x0:0xebbe3cfded529447!3m1!1s2@1:CIHM0ogKEPKdwb2gpL29dQ%7C%7C?hl=ru,2026-09-07T23:53:39.935622+00:00,3.4,84
Izi Moscow,"Басманный пер., 8 с1, Москва, Россия, 109028",0x46b54af49b7f665b:0xebbe3cfded529447,ChdDSUhNMG9nS0VJQ0FnTURJdTk3SGhBRRAB,1.0,2025-04-13T09:08:30Z,2025-04-13T09:08:30Z,год назад,"Имел опыт посетить данное заведение,помимо того что максимально грязно,в клубе не продумана система туалетов ,он общий к нему еще и очереди по 15 минут, в заведении внутри курят сигареты ,какие-то малолетки блюют ,дуют шары , также еще ,если тебе порвали браслет с тебя вздымают 500р и не отдают шмотки пока ты не заплатишь, стоишь на баре ,куришь электронную сигарету ,на что тебе бармен спокойно может сказать грубым образом ,чтобы ты не курил или тебя выкинут от сюда,при чем рядом прошел человек,который курил сигарету и вонял на весь клуб,в общем абсолютно не клиентоориентированная обрыгаловка , к посещению не рекомендую,есть много клубов куда можно сходить и где не будет такого деревенского пафоса , если хотите прийти,обожраться паленым алкоголем и потом шлефануть малолетними девочкам ,это место для вас,но если вы адекватный человек,вам там не понравится",True,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnTURJdTk3SGhBRRAB!2m1!1s0x0:0xebbe3cfded529447!3m1!1s2@1:CIHM0ogKEICAgMDIu97HhAE%7C%7C?hl=ru,2026-09-07T23:53:40.987091+00:00,3.4,84
Izi Moscow,"Басманный пер., 8 с1, Москва, Россия, 109028",0x46b54af49b7f665b:0xebbe3cfded529447,ChdDSUhNMG9nS0VJQ0FnTURJNU1lbzZnRRAB,1.0,2025-04-07T10:24:33Z,2025-04-07T10:24:33Z,год назад,"Планировали большой юбилей, забронировали стол за месяц, внесли предоплату. Приехали праздновать — и нас не пустили! На входе охранники сослались на фейсконтроль, но никаких внятных объяснений не предоставили. Мы были одеты в деловом стиле, никакого спорта, все прилично и соответствовало требованиям заведения. Охрана отказалась от каких-либо комментариев. Попросила вызвать менеджера, комментарий был аналогичный😂 «политика клуба имеет право отказать в проходе без обоснования причины». Предоплату, к слову, вернули, но это никак не компенсирует испорченный праздник и унижение перед гостями. Более того, я  услышала разговор охранников о ""трех бородатых мужчинах"". Среди нас были только славяне, и этот комментарий наводит на мысли о дискриминации по внешним признакам. Впечатление отвратительное. Категорически не рекомендую это заведение – рискуете столкнуться с непонятными ""правилами"" фейсконтроля и испортить себе торжество. Клуб IZI — место, где клиентов не уважают и портят им праздники без всяких на то оснований!",True,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnTURJNU1lbzZnRRAB!2m1!1s0x0:0xebbe3cfded529447!3m1!1s2@1:CIHM0ogKEICAgMDI5Meo6gE%7C%7C?hl=ru,2026-09-07T23:53:40.987373+00:00,3.4,84
Izi Moscow,"Басманный пер., 8 с1, Москва, Россия, 109028",0x46b54af49b7f665b:0xebbe3cfded529447,ChZDSUhNMG9nS0VJQ0FnTURRMExtUFR3EAE,5.0,2025-03-08T12:59:06Z,2025-03-08T12:59:06Z,год назад,,False,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnTURRMExtUFR3EAE!2m1!1s0x0:0xebbe3cfded529447!3m1!1s2@1:CIHM0ogKEICAgMDQ0LmPTw%7C%7C?hl=ru,2026-09-07T23:53:40.987471+00:00,3.4,84
Izi Moscow,"Басманный пер., 8 с1, Москва, Россия, 109028",0x46b54af49b7f665b:0xebbe3cfded529447,ChdDSUhNMG9nS0VJQ0FnTUNRMksteW5nRRAB,1.0,2025-03-01T20:10:16Z,2025-03-01T20:10:16Z,год назад,"Музыка вообще ни о чём. Какие-то биты и иностранные сопровождения. Пришли с компанией, двоих просто развернули и не хотели пускать ни чем не объясняя. Ребятам пришлось ехать назад на другой конец Москвы",True,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnTUNRMksteW5nRRAB!2m1!1s0x0:0xebbe3cfded529447!3m1!1s2@1:CIHM0ogKEICAgMCQ2K-yngE%7C%7C?hl=ru,2026-09-07T23:53:40.987515+00:00,3.4,84
Izi Moscow,"Басманный пер., 8 с1, Москва, Россия, 109028",0x46b54af49b7f665b:0xebbe3cfded529447,ChZDSUhNMG9nS0VJQ0FnSURfb056OFp3EAE,5.0,2025-01-20T16:03:01Z,2025-01-20T16:03:01Z,год назад,,False,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURfb056OFp3EAE!2m1!1s0x0:0xebbe3cfded529447!3m1!1s2@1:CIHM0ogKEICAgID_oNz8Zw%7C%7C?hl=ru,2026-09-07T23:53:40.987568+00:00,3.4,84
Izi Moscow,"Басманный пер., 8 с1, Москва, Россия, 109028",0x46b54af49b7f665b:0xebbe3cfded529447,ChdDSUhNMG9nS0VJQ0FnSUNfaGZqWnhnRRAB,5.0,2025-01-17T15:31:08Z,2025-01-17T15:31:08Z,год назад,,False,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNfaGZqWnhnRRAB!2m1!1s0x0:0xebbe3cfded529447!3m1!1s2@1:CIHM0ogKEICAgIC_hfjZxgE%7C%7C?hl=ru,2026-09-07T23:53:40.987599+00:00,3.4,84
Izi Moscow,"Басманный пер., 8 с1, Москва, Россия, 109028",0x46b54af49b7f665b:0xebbe3cfded529447,ChZDSUhNMG9nS0VJQ0FnSUNfLWM3c1h3EAE,5.0,2025-01-17T14:38:12Z,2025-01-17T14:38:12Z,год назад,,False,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNfLWM3c1h3EAE!2m1!1s0x0:0xebbe3cfded529447!3m1!1s2@1:CIHM0ogKEICAgIC_-c7sXw%7C%7C?hl=ru,2026-09-07T23:53:40.987629+00:00,3.4,84
Izi Moscow,"Басманный пер., 8 с1, Москва, Россия, 109028",0x46b54af49b7f665b:0xebbe3cfded529447,ChZDSUhNMG9nS0VJQ0FnSURmdmN1V0hnEAE,5.0,2025-01-09T15:18:18Z,2025-01-09T15:18:18Z,год назад,,False,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURmdmN1V0hnEAE!2m1!1s0x0:0xebbe3cfded529447!3m1!1s2@1:CIHM0ogKEICAgIDfvcuWHg%7C%7C?hl=ru,2026-09-07T23:53:40.987659+00:00,3.4,84
Izi Moscow,"Басманный пер., 8 с1, Москва, Россия, 109028",0x46b54af49b7f665b:0xebbe3cfded529447,ChdDSUhNMG9nS0VJQ0FnSUR2NDZHNXJRRRAB,5.0,2024-12-23T17:14:39Z,2024-12-23T17:14:39Z,год назад,,False,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUR2NDZHNXJRRRAB!2m1!1s0x0:0xebbe3cfded529447!3m1!1s2@1:CIHM0ogKEICAgIDv46G5rQE%7C%7C?hl=ru,2026-09-07T23:53:40.987687+00:00,3.4,84
